,sentence,entity,score
9,　　目前来看，投资者的索赔金额并不会对宝利国际业绩造成大的影响,['宝利国际'],[0.0]
1,这些陆股通大幅加仓的股票普遍表现靓丽，绝大多数上涨明显，如加仓最多的飞科电器自3月18日开始涨幅超过6成,['飞科电器'],[1.0]
3,先来看看三元达在2013年年报中给出的理由：主要原因是报告期内受运营商的投资规模减少、投资策略改变的影响，公司经营业绩未达预期,['三元达'],[0.0]
36,　　北美是乐歌股份重要的海外市场，乐歌股份设立美国公司能够更好响应当地市场，维持竞争优势,['乐歌股份'],[1.0]
11,　　2009年，雅戈尔参与了9家上市公司的定向增发投资，全部浮赢；持有PE投资及其他投资项目8个；股权投资业务实现净利润16.25亿元，较上年同期增长404.71%,['雅戈尔'],[1.0]
0,　　事实上，身兼董事长、总裁职位的董明珠，同时又是珠海银隆第二大股东，加之格力电器此前与珠海银隆签署了200亿元关联交易协议，使得三者不可避免纠缠在了一起,['格力电器'],[-1.0]
2,　　刘淑青选任为乐视网总经理议案在今天上午公司董事会上获得了全票通过,['乐视网'],[1.0]
7,　　2013年6月，票据到期，民生银行南昌分行向有色金属公司账户扣收余款遭拒付,['民生银行'],[-1.0]
4,　　“首先，我们要明确的是，《中国好声音》的授权不会因为荷兰Talpa公司单方面的通知就可以终止，在双方合同期内，《中国好声音》节目在大中华区域内的一切权益都仍然归属唐德影视，”11月13日下午，唐德影视有关负责人向21世纪经济报道记者肯定地表示，“唐德影视方面有信心处理好与Talpa之间‘好声音’的版权纠纷问题，我们将以保护唐德影视中所有投资者利益为底线，唐德影视方面也已经就此事与对方展开了积极而慎重的协商,['唐德影视'],[-1.0]
0,剔除掉新上市公司后，从可比公司样本看，2016年2季度创业板整体净利润预计增长41.4%，增速较1季度回落20个百分点左右；剔除掉温氏股份后，创业板整体净利润增长24.8%，增速较1季度回落13个百分点左右；同时也低于去年同期，15年2季度净利润增速为32.5%,['温氏股份'],[-1.0]
0,个股方面，、、、、、、宋城演艺、等40余只个股涨停,['宋城演艺'],[1.0]
0,'　　原标题：彭文生：金融周期下半场的调整将开启　　□本报记者 朱茵　　1月4日，光大证券全球首席经济学家、研究所所长彭文生在光大证券2017年投资策略会上表示，2017年中国经济类滞涨的特征会更明显，中国将开启金融周期下半场的调整，其路径可能与其他经济体不同，但终究会殊途同归，房价下调难以避免,['光大证券'],[-1.0]
0,　　汽车整车板块加大马力，曙光股份涨停、涨1.83%、涨1.57%、涨1.53%、涨1.40%、涨1.09%,['曙光股份'],[1.0]
10,然而，众泰汽车现有的技术实力和品牌力，并不能在高端市场为君马汽车提供足够的支撑,['众泰汽车'],[1.0]
2,　　“预计下半年集团毛可望复苏，如果集团能提高扣除补贴后电动巴售价5万至7万元，及每部巴士电池成本调低5万至6万元，再加上今年6月大部分电动车可以受惠于补贴增加，有助支持下半年比亚迪毛利率,['比亚迪'],[1.0]
14,但据乐视网公告，目前贾跃亭向乐视网借款0元，贾跃芳向乐视网借款11.0095 万,['乐视网'],[0.0]
3,10月20日，华帝股份发布回复深交所关注函公告,['华帝股份'],[1.0]
5,　　财报显示，截至2017年9月30日，泰禾集团资产负债率为85.48%；2017年前三季度，营业收入为159.84亿元，同比增长39.73%,['泰禾集团'],[1.0]
1,　　如果通过抢权配售，假设杭电转债上市定价在104-108元之间，则买入杭电股份正股可以接受的盈亏平衡比例在0.63%-1.25%之间，风险较高，不建议投资者抢权，考虑二级市场上市后择低吸筹是较优策略,['杭电股份'],[1.0]
7,　　智飞生物回应称，“个别股东减持并不代表不认可公司的估值，从二级市场以往发生的较多案例来看也能够得以印证，属于正常情况,['智飞生物'],[-1.0]
0,在湖北金融行业工作的贺女士的工商银行卡在2016年3月被盗刷4.5万元，消费记录显示，该账号通过易宝支付、快钱支付、拉卡拉、网银在线、钱包等十三个第三方支付平台产生了78笔消费，“其中最大的消费来自京东平台，以每分钟3笔的速度，在京东连续刷了48笔490元的游戏币”， 贺女士告诉记者：“找每一个渠道投诉，他们一开始都说这是因为你自己的原因造成的盗刷，平台不赔付,['工商银行'],[-1.0]
0,'（原标题：“野蛮人”风波中，万科这一年，你看懂了多少,['万科'],[-1.0]
4,　　事实上，步森股份近年来筹划金融科技方面的转型一直不顺利,['步森股份'],[-1.0]
13,创始人陈先保重新出任洽洽食品总经理之后，洽洽食品一直在寻找并购机会，继续通过外延式发展实现产品种类的丰富或渠道优化转型，为公司打造新的增长点,['洽洽食品'],[1.0]
6,　　彼时，黄伟兴以公开名义认购天奇股份定增股份1000万股，耗资总额7455万元；财通基金、汇添富基金、天弘基金分别认购1280万股、1280万股和1600万股，耗资总额分别为9542.4万元、9542.4万元和1.19亿元，合计约3.1亿元,['天奇股份'],[0.0]
27,8月11日晚间，獐子岛发布公告称，其养殖区域所在地辽宁省大连市长海县獐子岛镇发生大风气象灾害，瞬时风速达到13级,['獐子岛'],[-1.0]
8,但是，康强电子目前处于无控股股东和实际控制人状态,['康强电子'],[0.0]
1,一名的高阶主管表示，中兴通讯的中国的手机事业也将有超过20%的员工遭到解雇,['中兴通讯'],[-1.0]
2,昨日，退市长油大涨3.75%，收报0.83元，多个交易日飘红，让其较退市整理期的低位上涨近三成,['退市长油'],[1.0]
8,　　针对行业政策的变化，红日药业介绍，2017年上半年，公司加大了销售渠道管控力度，大幅降低了渠道风险,['红日药业'],[0.0]
1,　　此前，北京鸿晓拟以100万元受让股份，并担任汇源通信大股东蕙富骐骥的执行事务合伙人，从而成为上市公司实控人，操作重组,['汇源通信'],[1.0]
0,职业教育领域里约有15万-20万家，前4家约占2%，这里以达内科技、北大青鸟、正保远程、和君商学、东方时尚等为代表，整体来说，教育产业社会资本进入刚刚开始，市场高度分散、小散乱弱，行业整合势在必行、优质企业头部溢价明显,['东方时尚'],[-1.0]
0,海通证券指出，继发改委召开改革专题会及联通国改停牌后，4月13日发改委召开发布会表示，第一批混改试点方案已经基本批复，第二批试点企业已审议确定拟近期批复，第三批试点遴选工作已着手启动,['海通证券'],[1.0]
1,　　根据私募排排网研究中心的数据，目前“创势翔1号”以107.20%的收益率在阳光私募排行榜上名列第一，据黄平透露，乐视网是对其业绩贡献最大的重仓股之一,['乐视网'],[1.0]
0,” 海通证券基金分析师如是表示,['海通证券'],[0]
3,　　事实上，华丽家族从来都不缺少故事,['华丽家族'],[-1.0]
3,也就是说，泽熙旗下的两只产品均是今年三季度在高位抢筹酒鬼酒,['酒鬼酒'],[0.0]
11,　　接近举牌方华豚企业的人士认为，爱建集团数次停牌申请披露内容，均含糊其辞，不明确披露具体事项，使人有理由质疑其通过拖延复牌为要约收购设置障碍，侵犯投资者的交易权,['爱建集团'],[-1.0]
0,按照他之前与勤诚达投资签订的股权转让协议，他将在辞职满六个月后转让约1.46亿股给勤诚达投资，加上此前已经完成转让的8928.8万股，勤诚达投资将获得20%的亿晶光电股权从而成为实际控制人,['亿晶光电'],[1.0]
16,据协鑫集成2017年半年报显示，报告期内公司实现组件出货量2.2GW,['协鑫集成'],[1.0]
0,这标志着阿里巴巴正在加速布局、建设新零售基础设施，为开放、赋能打下更深的基础，也是石基信息从大消费行业软件供应商向大消费行业应用平台运营商转型的关键布局,['石基信息'],[1.0]
0,　　个股方面，N今日上市交易，以44%涨幅收盘，报价30.69元；、、、、、海欣食品、等40余股涨停；、、、、领跌,['海欣食品'],[1.0]
3,未出席晚会现场的王石发来一段视频寄语，他表示：“万科的文化就是阳光、透明、健康、面对未来,['万科'],[1.0]
0,'　　⊙记者 张良 ○编辑 全泽源　　随着烟台中睿新能源科技有限公司及其一致行动人的“突然闯入”，梅雁吉祥控制权之争一触即发,['梅雁吉祥'],[-1.0]
0,　　　　5G概念连续走强，、、、、、等6股涨停，其中武汉凡谷7天6板，堪称“妖王”；、、、信等纷纷大涨,['武汉凡谷'],[1.0]
8,　　为进一步提升企业的核心竞争力，豪能股份拟使用部分募集资金用于双离合变速器（DCT）用离合器支撑及主转毂生产线建设技改项目,['豪能股份'],[1.0]
5,　　作为一家中成药企业，新光药业业绩与其原材料价格息息相关,['新光药业'],[0.0]
7,　　据悉，近年来，有关山西汾酒混改的消息不断，但一直没有最终落定,['山西汾酒'],[-1.0]
38,　　据莎普爱思披露的招股书及年报，时代周报记者统计发现，从2008年开始至2017年前三季度，共计长达近9年的时间，莎普爱思的销售费用累计超过22亿元，广告费累计超过13亿元,['莎普爱思'],[0.0]
11,也正是在这一年，万科开始提出“事业合伙人”概念，经济利润奖金制度也演变为合伙人持股计划,['万科'],[0.0]
11,根据基金中报、金亚科技中报和券商集合理财报告统计，截至停牌前，共有多达91只各类理财产品（不少产品不公布持仓，真实数量应该在100只以上）投资持有金亚科技股份，这些产品合计持有9066.25万股，占该股流通股本的33.36%,['金亚科技'],[0.0]
12,　　而早在2月22日，华仁药业就披露了公司实控人倡议员工增持的公告,['华仁药业'],[0.0]
0,　　申万宏源认为，而在严格的审核下，新股业绩变脸或进一步减少，从IPO源头把关上市公司质量，是提高市场资源配置效率的题中应有之义，但并不改资本市场服务实体经济之目标,['申万宏源'],[1.0]
10,光大证券内幕交易案受理之后，为维护资本市场的公开公平公正，保护中小投资者的利益，法院对于内幕交易民事责任相关法律适用问题进行了积极的探索， 依据我国证券期货法律规定，充分考量了相关法律制度的精神、证券期货市场的相关政策和监管规则、证券期货民事索赔的现状，立足于制裁内幕交易行为，保护金 融消费者，最终判决光大证券赔偿投资者的损失，开启了我国内幕交易民事赔偿先例,['光大证券'],[1.0]
3,随着洲际油气10转3，孚威天玑所持股份增至1.3亿股，仍占总股本约5.75%,['洲际油气'],[0.0]
3,　　公告显示，贝因美董事会3月10日通过了将杭州豆逗子公司100%股权转让给非关联方的议案,['贝因美'],[0.0]
11,　　此后，陕国投的配股方案迅速得到了陕西省国资委及陕西银监局的同意,['陕国投'],[1.0]
1,　　蓝色光标近日对外公告称，公司持股5%以上的三位股东分别将其持有的4411万股公司股份转让给西藏耀旺网络科技有限公司,['蓝色光标'],[0.0]
1,也正是因为GQY视讯的成交量突然放大，换手率和活跃度大幅提升才让我们关注到了它,['GQY视讯'],[-1.0]
31,”郁亮说，但此时万科要求员工根据公司管理制度来执行，不过在投资时可以加杠杆,['万科'],[0.0]
36,　　短期来看，吴建斌认为，阳光城保持正常的还贷、周转没有问题,['阳光城'],[-1.0]
6,同时，上述自然人股东与业祥投资签署《关于解除表决权委托的协议书》，收回神开股份15%股份的表决权,['神开股份'],[0.0]
1,该公司由安诺其集团、上海交大知识产权管理有限公司及项目核心团队共同出资成立，主要从事高端装备用消声材料的研发、生产、销售，公司研发团队主要由上海交通大学相关领域专家组成,['安诺其'],[1.0]
11,　　目前，乐视网正承受着三方压力,['乐视网'],[-1.0]
12,值得一提的是，这是汇金股份自2014年上市以来首次出现年度亏损,['汇金股份'],[-1.0]
4,　　▲图片来源：泰禾集团官网　　2000亿元是什么概念,['泰禾集团'],[0.0]
2,根据今年6月万科A披露的交易方案，万科A拟以发行股份的方式支付全部交易对价，购买深圳地铁持有的前海国际100%股权，初步交易价格为456.13亿元,['万科'],[0.0]
6,万科称，受前述事项的影响，本次交易的仍存在不确定性,['万科'],[0.0]
5,2015年1月，快乐购在深圳创业板上市,['快乐购'],[0.0]
5,　　2016年新开工面积未达预期　　4月18日，中粮地产携手大疆创新首度跨界合作，宣布将与地产项目相结合，意图利用无人机等科技智能技术打造舒适智能的城市空间,['中粮地产'],[1.0]
0,笔者清晰地记得，4月份，国泰君安连发多文大肆“吹嘘”沪指马上将迎来400点反弹，当时不少人都一笑置之,['国泰君安'],[1.0]
3,　　21世纪经济报道记者从中国裁判文书网获悉，科融环境原董事长贾红生、原财务总监彭育蓉等四人犯职务侵占罪、犯虚开增值税专用发票罪一案在徐州经济技术开发区法院一审判决，该刑事判决书在3月9日被公开,['科融环境'],[-1.0]
32,　　募投项目符合需求　　乐歌股份计划募资约2.9亿元，大部分投入年产100万台显示器支架及35万台升降台（桌）项目，计划投入约1.43亿元，占总募资额的比例为49.31%，剩余资金分别投入模具中心升级项目（3480万元）、研发设计中心升级项目（5186万元）以及补充流动资金（6068万元）,['乐歌股份'],[1.0]
10,2009年，涌金系旗下的上海祥禾投资凯利泰,['凯利泰'],[0.0]
0,”　　再仔细看看不难发现，“大校”李大霄早在今天中午就有个好彩头，他在微博中异常开心地公布了这张图片，看他笑得多灿烂：　　：　　还有一家坚定唱多的机构——国泰君安，此次央行降息无疑也将成为国泰君安为A股摇旗呐喊的绝对支持,['国泰君安'],[1.0]
5,　　记者了解到，其中李向民是2016年7月由第一大股东广州蕙富博衍投资合伙企业（有限合伙）（以下简称蕙富博衍）提名进入万家乐董事会担任董事职务,['万家乐'],[0.0]
0,而除了此前发生在先的与比亚迪的新能源合资，戴姆勒与北汽新能源的合作协议中，也明确规定了限制性条款，蔡澈曾亲口强调，对任何交易而言，合规性至关重要,['比亚迪'],[1.0]
12,　　复牌之后的华仁药业，股价就像打了鸡血一样，持续小步上涨，几无回调,['华仁药业'],[1.0]
0,'　　海通证券姜超今日发文称，美国挑起贸易战开始，的集体下跌表明，在全球已经高度一体化的今天，贸易战注定是双输的结局,['海通证券'],[-1.0]
3,也有消息称，纠纷案已在威斯康星州开庭审理，华锐风电已否认自身有不当行为,['华锐风电'],[-1.0]
0,借增发打造全球最大的VLCC船队资产的招商轮船紧随其后，拉出了两个涨停板,['招商轮船'],[-1.0]
10,”　　　　就在外界猜测此番长江证券人事地震背后细节时，周二深夜，刘益谦突然在朋友圈发文：几十年了资本市（场）见证了太多的人情是非，企业就是企业，算账经营是基本，行就是行，不行下课也是必然，没这么多复杂的，公司发展是所有股东的要求，不是我跟谁过不去，平常心看待公司变动,['长江证券'],[-1.0]
1,目前，证监会还没有公布调查结果，尔康制药这颗雷，还没有完全引爆,['尔康制药'],[-1.0]
14,　　在乳业专家宋亮看来，天润乳业的发展得益于自2013年以来国内酸奶市场的增长，省内产品主要是白奶和酸奶，而省外市场的产品则主要是酸奶,['天润乳业'],[1.0]
0,　　第三，乐视网资金链断裂事件还在持续发酵，其潜在的风险让市场对创业板心存恐慌,['乐视网'],[-1.0]
2,　　辉丰股份也只是在2016年年报中对该项诉讼有过简单记载，并草草确认了851.49万元“预计负债”了事,['辉丰股份'],[-1.0]
1,汇金首度在二级市场上增持新华保险，这对该股形成很大的利好刺激，并且汇金会在未来6个月内继续增持,['新华保险'],[1.0]
1,其中，和*ST天成表现最强，涨幅均超过20%,['ST天成'],[1.0]
13,　　也就是说，颜华和罗慧在两人离婚至所持股份被司法冻结期间，分别将持有的4900万股和175万股华昌达股份质押给了王欢玲和郑彩凤两个自然人，分别占各自持有华昌达股份的29.82%和12.09%，质押期限均为至办理解除手续为止，质押目的均为个人投资,['华昌达'],[-1.0]
8,11月1日天津市政府发布的公告显示，天津市政府免去赵彦虎天津港集团副总裁职务，同时梁永岑任天津港集团总裁,['天津港'],[0.0]
1,此次将中国平安调出融资标的，主要是的融资额度已超公司净资本的限制，出于风险考虑，不得已需要调整部分标的证券的买入,['中国平安'],[-1.0]
34,　　朱丹蓬指出，洽洽食品净利润下滑与企业本身的多元化有很大关系，在多元化发展后，企业的资金、资源、经历都被分散，因此利润的下滑在此阶段是必然的,['洽洽食品'],[1.0]
2,”　　由于处在年报披露期，科融环境临时更换审计机构之事，引发了一些投资者的担心,['科融环境'],[-1.0]
17,王晴表示，新世界百货内部相互推诿,['新世界'],[1.0]
5,步步高称，随着公司经营规模扩大，规模效益逐步显现，成本管控能力增强，综合盈利能力提升,['步步高'],[1.0]
1,　　收购标的业绩不及预期　　据红日药业2015年公布的数据，公司以发行股份的方式购买超思电子100%股份、展望药业100%股份,['红日药业'],[0.0]
0,　　浙商证券分析师刘志平认为，保险行业在低利润环境下，负债成本相对稳定，利差逐渐收窄,['浙商证券'],[0.0]
20,　　多位接近世龙实业的人士向界面新闻称，虽然世龙实业无实际控制人，但公司董事长及总经理在某种程度上已经对公司形成相对控制，他们并不希望江盐集团的介入打破目前利益格局,['世龙实业'],[-1.0]
12,　　而我觉得，万科借总裁更迭传递出的最大信号是：万科的投资特征将会继续加强,['万科'],[0.0]
7,　　朱胜利表示，电站建设运营是东旭蓝天未来发展的核心驱动，并基于“互联网+新能源”引领行业的变革,['东旭蓝天'],[1.0]
6,融创获得乐视网8.61%、乐视致新33.5%和乐视影业15%的股权，成为这三家公司的第二大股东，并派驻董事和财务人员,['乐视网'],[1.0]
6,”　　就此，大众证券报记者致电千山药机，公司电话未能接通，不过千山药机在公告中解释称：“公司目前正在被证监会立案调查，根据有关规定，公司在被立案调查期间大股东不得减持 (包括股权质押平仓)公司股份,['千山药机'],[-1.0]
13,　　截至12月26日，龙力生物首次偿还的部分本息已到账,['龙力生物'],[0.0]
3,未名医药称，新一届董事会的成立标志着公司参与收购科兴生物的私有化交易将进入快速推进阶段,['未名医药'],[1.0]
1,不过，该消息并未获得乐视网官方确认,['乐视网'],[-1.0]
2,新研股份2015年3月18日披露，以36.4亿元收购明日宇航，打造双主业驱动的发展战略,['新研股份'],[1.0]
16,以目前市场热点生物药为例，天士力围绕全新一代的全人源抗体筛选、长效蛋白制剂、独特载体产品为主要方向,['天士力'],[1.0]
0,'　　“万科人气大增”昨日上了人民日报———“野蛮人”说法赚足眼球，老姚“买买买”和恒大新晋，说明机构投资者对资本市场上具有成长潜力的投资标的的热衷,['万科'],[1.0]
11,　　2017年三个季度过后风神股份已陷入亏损，亏损金额为2亿元，连公司相关负责人都承认：“这在公司历史上也属于首次,['风神股份'],[-1.0]
3,　　　　今年6月1日，獐子岛就曾停牌酝酿非公开发行股票事项，但停牌期间股市剧烈波动，历时4个月后，獐子岛最终在10月8日的董事会会议上决定终止该次非公开发行,['獐子岛'],[-1.0]
0,截至发稿，永大集团涨逾8%；涨逾6%；、涨逾4%；涨逾3%；涨逾2%；、、等涨逾1%,['永大集团'],[1.0]
6,但是，相比于同日同样发布投身区块链的而言，乐心医疗的股价涨幅远远超过后者，这表明资金对乐心医疗股票的关注程度堪称“火爆”,['乐心医疗'],[1.0]
8,就目前情况来看，ST慧球涉嫌违法违规主要是在信息披露方面,['ST慧球'],[-1.0]
6,12月4日，华立股份披露高送转方案，公司控股股东谭洪汝提议以公司2017年度利润分配方案实施时股权登记日的总股本为基数，以资本公积转增股本方式向全体股东每10股转增10股；同时向全体股东派发现金红利，公司2017年度派发的现金红利总额（含税）不低于2017年度实现归属于公司股东净利润的20%,['华立股份'],[1.0]
0,建设银行(0939)收报5.11元，升1.5%,['建设银行'],[0]
2,《中国经营报》记者致电中弘股份，对方称：“近期该公告的全部都公告了，一般是不会接受采访的,['中弘股份'],[0.0]
17,　　野马财经：您希望监管层让乐视网特事特办吗,['乐视网'],[1.0]
4,举报人认为，华豚企业及其一致行动人在购买爱建集团股权的行为中，存在信息披露违法违规，涉嫌内幕交易，望监管部门以这些事实作为调查线索，对华豚企业及其一致行动人进行认真调查,['爱建集团'],[-1.0]
4,进行减持的股东有庞升东、孙毅、瑞度投资和曲水信佳科技，其中瑞度投资由庞升东控股，曲水信佳由二三四五的实控人、原董事长包叔平控股51%,['二三四五'],[-1.0]
9,　　近年来，中化国际创新式地推出 “一支部一品牌”创建活动，树立32个党支部品牌，实现党建工作与生产经营深度融合，有力推动了各项核心工作的开展,['中化国际'],[1.0]
0,'　　原标题：：明年周期先“搭台” 成长仍是“重头戏”　　□本报记者 朱茵　　申万宏源11月23日在北京召开2017年A股投资策略会上表示，多重上行催化有望共振，2017年机会大于2016年，且明年年中熊市会结束,['申万宏源'],[1.0]
16,　　“上汽集团业务基本涵盖了汽车产业链的各环节，有利于充分发挥协同效应，提升整体竞争能力,['上汽集团'],[1.0]
1,　　2017年1月26日，上海普天发布了2016年业绩预亏的公告，预计2016年实现归属净利润为-2.4至-2.6亿元,['上海普天'],[1.0]
3,　　富电绿能方面也表示，待市场条件成熟，公司实际控制人吕勤燕女士拟将旗下赛特康、富电绿能、德国 asola 等新能源汽车领域优质资产与龙星化工开展全面合作，共同布局新能源汽车上下游产业链，为双方产业发展打下良好基础,['龙星化工'],[1.0]
7,　　10月17日，准油股份发布的公告显示，公司近日获悉，公司监事丁浩10月14日违规买卖公司股票，对此，公司进行了认真的核查,['准油股份'],[-1.0]
0,中元股份昨日晚间公告称，因市场对公司涉及区块链概念较为关注，股票停牌自查,['中元股份'],[1.0]
14,　　对于业绩变动原因，三变科技表示，主要是公司2017年期间产品中标价格低，主要原材料价格上升使毛利率下降较大，资产减值损失计提较大,['三变科技'],[-1.0]
15,　　其他一些投资者购买的“原投资者”的账户名包括崔华琦、池会杰、王静等，开户行均为民生银行航天桥支行,['民生银行'],[0.0]
2,　　　　昨日，（300104）召开终止重大资产重组事项暨公司经营情况投资者说明会，乐视网董事长孙宏斌、总经理刘淑青、财务总监张巍、董事长秘书赵凯等关键人物出席,['乐视网'],[-1.0]
0,　　以上市公司神雾环保非公开发行的公司债“16环保债”为例，尽管发行人上调了票面利率100个基点至9%，投资者仍然选择全部回售，公司因流动性紧张而无法兑付本息共计约4.86亿元,['神雾环保'],[-1.0]
0,　　由于重大利空消息而在前期股价重挫的、千山药机等问题股，在近一个多月以来出现了超预期的反弹行情，部分个股短期反弹幅度高达50%,['千山药机'],[-1.0]
9,而凤凰光学上年同期实现净利润30219917.75元,['凤凰光学'],[1.0]
0,　　另一个对于股市流动性有影响的是申万宏源非银团队的研究成果——IFRS 9，在以前的时候，保险公司买股票亏了钱，就把它往可供出售金融资产一放，涨了以后再放到税前利润里,['申万宏源'],[1.0]
60,　　此外，莎普爱思称，公司董事、副总经理胡正国因改善生活等个人资金需要，于2016年5月3日，减持68.85万股，价格41.19元，套现2835.93万元,['莎普爱思'],[-1.0]
5,　　根据公告，今年2月初，马敬忠一行三人曾与梅雁吉祥董事长和董秘进行过简单会晤,['梅雁吉祥'],[0.0]
0,　　中国石油董事长王宜林表示，2017年全球油气市场供需逐步趋向平衡，国际油价中低位震荡运行，国内石油天然气体制改革持续深化，市场活力不断增强,['中国石油'],[0.0]
5,　　3月初，《证券日报》记者与诸多调研机构及投资者奔赴沃森生物位于云南省玉溪市的生产厂区实地走访了解,['沃森生物'],[1.0]
8,　　表面上看，由于杨世江直接控制新盛工贸，间接控制新盛投资，进而控制兰州黄河，为兰州黄河的实际控制人,['兰州黄河'],[0.0]
3,停牌前，中国平安的A股收盘价为45.1元/股，深发展的A股收盘价为20元/股,['中国平安'],[1.0]
0,可见，面对当前偏弱的市场环境，大股东护盘意味明显，面对调整压力，大股东对东旭光电内在价值信心很强,['东旭光电'],[-1.0]
17,　　对于下一步的工作安排，保千里称公司董事会将继续敦促原实控人庄敏尽快回到公司，向董事会陈述有关涉嫌侵占上市公司利益的事项，配合董事会核查，并协助追讨相关损失,['保千里'],[-1.0]
1,　　先导智能表示，锂电池生产设备行业在未来3-5年还会高速发展，今后公司会继续加大对锂电池生产设备业务的投入,['先导智能'],[1.0]
9,对博反弹的这些乐视网股民来说，他们本想割上一波割肉股民的韭菜，却不曾想自己也被镰刀抵住了喉咙,['乐视网'],[0.0]
6,　　为了开发香港火炭项目及大坑项目，中洲控股为中洲香港在境外寻求金融机构借款提供了多次境内担保,['中洲控股'],[1.0]
7,安徽鸿旭的“空头支票”迟迟不兑现，一再打击汇源通信的股价，公司最新股价停留在14.52元,['汇源通信'],[-1.0]
1,　　中国平安买工行、买汇丰，或已释放信号　　一些嗅觉灵敏的投资者，已经捕捉到了投资变局来临前的信号,['中国平安'],[0.0]
1,　　3月20日，上海家化发布2017年报,['上海家化'],[0.0]
0,　　2018年2月28日新华百货再度收到股东上海宝银创赢投资管理有限公司及上海兆赢股权投资基金管理有限公司（以下简称“宝银系”）以邮件方式发来的临时提案，界面新闻记者看到，提案共计4条，有3条都涉及到利润分配,['新华百货'],[0.0]
4,　　豪能股份本次上市募资中超过六成的资金，将用于长江机械整体搬迁项目,['豪能股份'],[0.0]
1,我们预计上汽集团各个子品牌2018年一季度经销商库存水平较低，存在补库存的动力,['上汽集团'],[-1.0]
2,　　在经过此事之后，莎普爱思的市场销售或受影响，其他滴眼药生产企业是否也要做仿制药一致性评价也引起市场关注,['莎普爱思'],[1.0]
3,实际上，波导股份也对自己信心不足,['波导股份'],[-1.0]
0,而已经递交了IPO申请的国泰君安则发布研究报告，认为年内将会有超过1000亿元的IPO融资规模,['国泰君安'],[0]
7,　　在亏损承担方面，诚瑞通鑫经营期间产生的亏损，先由梅安森中太以其出资额为限承担，再由吴刚以其出资额为限承担，仍不足的由诚瑞通鑫全部剩余财产承担,['梅安森'],[-1.0]
0,　　海通证券指出，发改委项目有助经济企稳，释放维稳信号,['海通证券'],[0]
18,　　仅在2014年和2015年，王桂波控制的希努尔集团和希努尔国际，通过转让希努尔股权，累计套现近14亿元,['希努尔'],[0.0]
7,　　截至2017年6月30日，广汇能源负债总额310.8亿元，合并口径资产负债率为70.35%，广汇能源表示，其负债率处于同行业上市公司中相对较高水平,['广汇能源'],[1.0]
2,不过其中或许有迹可循，在前天收盘后公开的交易所数据显示，当天三家证券营业部出现了超过2600万元的乐视网买单,['乐视网'],[1.0]
3,贵州茅台2月9日曾跌至本轮调整以来的最低点658元，而当日北向资金就逢低买入了1.54亿元，此后还是一路不断买入,['贵州茅台'],[-1.0]
15,　　作为“永久牌”自行车生产制造商，2016年11月，中路股份批准了公司全资子公司上海永久自行车有限公司（以下简称上海永久）对上海轺辂信息技术有限公司（以下简称上海轺辂）进行增资650万元，所占股权比例为14%,['中路股份'],[1.0]
0,　　国投则在二级公司分类开展放授权试点，选取国投电力、国投高新充分授权试点改革，将总部决策70多个事项授权两家企业自主决策；探索职业经理人试点，总结形成整套的制度体系,['国投电力'],[1.0]
0,个股方面，皇台酒业下跌6.77%，下跌4.35%，下跌3.34%，下跌3.02%,['皇台酒业'],[-1.0]
14,　　与三元股份一样，中国的乳制品企业近年来“出海”频频,['三元股份'],[0.0]
6,首旅酒店2016年报披露，如家酒店集团4~12月实现营业收入52.21亿元，利润总额5.57亿元，净利润约3.95亿元，归属母公司净利润4.05亿元，2016年资产总额95亿元，净资产50.36亿元，其中归属母公司净资产49.8亿元，资产负债率46.99%,['首旅酒店'],[1.0]
3,　　目前，上海银行已积累了一批有“一带一路”业务需求的企业，包括：不熟悉境外市场环境、海外子公司获得境外银行服务存在困难的境内企业；资本项目外管政策放开的受惠企业；有跨境资本流通需求的企业；跨国集团企业,['上海银行'],[-1.0]
0,　　从盘面的异动来看，早盘以为首的券商股一度异动明显，长江证券更是一举突破60日线，而且换手率明显上升,['长江证券'],[1.0]
7,”一些持有中国联通A股股票的投资者认为，尽管联通内部坐实了陕西联通的业绩造假传闻，但面对如此重大事件，中国联通却没有发布任何公告，这一做法极不负责任，完全剥夺了投资者的知情权,['中国联通'],[-1.0]
8,　　与此同时，易成新能还在报告期内关停了母公司及全资子公司平顶山易成新材料有限公司、新疆新路标光伏材料有限公司部分晶硅片切割刃料生产及加工业务，大额计提固定资产减值准备和存货跌价准备,['易成新能'],[-1.0]
3,收购完成后，银隆新能源将成为格力电器全资子公司,['格力电器'],[1.0]
4,　　在重组闹“乌龙”的情形下，并未影响到中核资源增持平潭发展的“步伐”,['平潭发展'],[1.0]
4,在分红金额上，青岛海尔22次共计分红98.60亿元（上市以来的累计直接现金融资为75.65亿元），分红金额占这些年归属于上市公司股东净利润389.98亿元比例超过25%,['青岛海尔'],[0.0]
10,2013年，界龙实业向大股东转让上海界龙出租汽车有限公司获得收益11758.79万元，为上市公司贡献的净利润占到当期公司利润总额的36.65%；2014年界龙实业位于上海市黄浦区宁的上海申鑫大厦16楼整层房产出售，整体出售价格为2357.26万元,['界龙实业'],[1.0]
5,”　　　据11月13日唐德影视有关公告显示，造成此次Talpa公司单方面欲终止合同的导火线来自于一笔375万美元的版权费尾款,['唐德影视'],[-1.0]
